x,Pv
0.001,0.000729079941856095
0.001006935148416371,0.0007291041003515014
0.0010139183931162992,0.0007291285950937124
0.001020950067654649,0.000729153430762778
0.001028030507899538,0.0007291786121038148
0.0010351600520483787,0.0007292041439280165
0.0010423390406440324,0.0007292300311135197
0.0010495678165910766,0.0007292562786063026
0.0010568467251721822,0.0007292828914213807
0.001064176114064607,0.0007293098746433243
0.001071556333356802,0.0007293372334275577
0.0010789877355651338,0.0007293649730014341
0.001086470675650722,0.0007293930986647601
0.0010940055110363947,0.0007294216157912926
0.00110159260162376,0.0007294505298295937
0.0011092323098103969,0.0007294798463039788
0.001116925000507166,0.0007295095708157069
0.0011246710411556384,0.0007295397090439748
0.0011324708017456473,0.0007295702667469645
0.00114032465483296,0.0007296012497631959
0.0011482329755570736,0.0007296326640122085
0.0011561961416591334,0.0007296645154960331
0.0011642145334999749,0.000729696810300381
0.0011722885340782934,0.0007297295545953752
0.0011804185290489363,0.0007297627546372424
0.0011886049067413237,0.0007297964167695976
0.0011968480581780018,0.0007298305474247402
0.0012051483770933117,0.0007298651531227881
0.0012135062599522024,0.0007299002404753452
0.0012219221059691662,0.0007299358161861805
0.001230396317127307,0.0007299718870525473
0.0012389292981975413,0.000730008459966068
0.0012475214567579315,0.0007300455419144011
0.001256173203213155,0.0007300831399825651
0.0012648849508141065,0.0007301212613539306
0.0012736571156776364,0.0007301599133120736
0.0012824901168064279,0.0007301991032418841
0.0012913843761090094,0.0007302388386309874
0.0013003403184199082,0.0007302791270712822
0.0013093583715199414,0.0007303199762602849
0.00131843896615665,0.0007303613940026458
0.0013275825360648732,0.0007304033882117654
0.0013367895179874653,0.0007304459669109863
0.0013460603516961573,0.0007304891382354407
0.0013553954800125628,0.0007305329104335486
0.0013647953488293283,0.0007305772918683231
0.0013742604071314325,0.0007306222910193887
0.0013837911070176314,0.0007306679164843055
0.0013933879037220532,0.0007307141769802798
0.0014030512556359417,0.0007307610813458847
0.0014127816243295526,0.0007308086385426508
0.0014225794745741998,0.0007308568576568901
0.0014324452743644548,0.0007309057479014294
0.0014423794949405017,0.0007309553186171919
0.0014523826108106444,0.0007310055792756764
0.0014624550997739726,0.0007310565394811814
0.0014725974429431836,0.0007311082089683856
0.0014828101247675632,0.000731160597609201
0.0014930936330561238,0.0007312137154129967
0.0015034484590009066,0.0007312675725284705
0.0015138750972004422,0.0007313221792455887
0.0015243740456833753,0.0007313775459974652
0.0015349458059322535,0.0007314336833625243
0.0015455908829074799,0.0007314906020664104
0.001556309785071433,0.0007315483129839529
0.001567103024412754,0.0007316068271414276
0.0015779711164708003,0.0007316661557185861
0.001588914580360272,0.0007317263100506629
0.0015999339387960064,0.0007317873016308144
0.0016110297181179457,0.000731849142112066
0.001622202448316278,0.0007319118433096594
0.0016334526630567517,0.0007319754172032868
0.0016447808997061652,0.0007320398759392941
0.0016561876993580413,0.0007321052318332272
0.0016676736068584558,0.0007321714973719743
0.0016792391708320838,0.0007322386852161656
0.001690884943708388,0.000732306808202706
0.001702611481748013,0.0007323758793471738
0.0017144193450693529,0.000732445911846212
0.0017263090976753063,0.0007325169190802585
0.0017382813074802161,0.0007325889146159022
0.0017503365463369949,0.0007326619122085832
0.00176247539006444,0.0007327359258052142
0.0017746984184747385,0.0007328109695475692
0.0017870062154011596,0.0007328870577753237
0.0017993993687259442,0.0007329642050235588
0.0018118784704083829,0.0007330424260316636
0.0018244441165130923,0.0007331217357444977
0.0018370969072384854,0.0007332021493149256
0.0018498374469454405,0.0007332836821066563
0.001862666344186168,0.0007333663496973233
0.0018755842117332783,0.0007334501678813021
0.0018885916666090507,0.0007335351526728167
0.001901689330114906,0.0007336213203089956
0.0019148778278610821,0.0007337086872528483
0.0019281577897965168,0.0007337972701966929
0.0019415298502389376,0.0007338870860650912
0.001954994647905159,0.000733978152018121
0.0019685528259415926,0.0007340704854547268
0.0019822050319549638,0.0007341641040160291
0.001995951918043249,0.0007342590255886405
0.0020097941408268195,0.0007343552683081792
0.002023732361479806,0.0007344528505626252
0.0020377672457616816,0.0007345517909958904
0.0020518994640490586,0.0007346521085114088
0.002066129691367711,0.0007347538222755976
0.002080458607424817,0.0007348569517217833
0.0020948868966414245,0.0007349615165537358
0.0021094152481851433,0.0007350675367493815
0.0021240443560030637,0.0007351750325647233
0.0021387749188549,0.0007352840245377356
0.0021536076403463706,0.0007353945334922247
